OBJECTID,EPA Region,EPA Program,EPA ID,Site Name,Feature Class,Feature Type,Feature Name,Feature Description,Last Change Date,Original Creation Date,Feature Source,Feature Info URL,Feature Info URL Description,Projection Used,GIS Area,GIS Area Units,Data Disclaimer,Site Info URL,Site NPL Status,Site Federal Facility Determination,Site Address,Site Address Comment,Site City,Site County,Site State,Site Zip,Site RPM,Site RPM Phone,Site RPM Email,ORIG_FID,POINT_X,POINT_Y
1271,5,Superfund Remedial,MID980499842,ROSE TOWNSHIP DUMP,5,Site Boundary - Comprehensive Site,Rose Township Dump Site Area (Fenced),"The Site is comprised of approximately 100 acres of undeveloped, rural property in Rose Township, Oakland County, Michigan. The Site comprises an upland area which is almost completely surrounded by wetlands. The southern periphery is heavily wooded with hardwoods. The middle portion of the Site, a rolling meadow, is bordered by a marsh to the west, east, and the northeast, and Demode Road to the North. Illegal waste disposal occured on 12 acres of the southwest part of the Site. Another portion of the Site was contaminated by lead battery sludge. A groundwater plume contaminated with vinyl chloride, xylene, toluene, and more underlies the Site.",2021-01-22 8:19,2021-01-21 12:33,"2013 ESD, Fig. 1, p. 50",https://semspub.epa.gov/src/document/05/452432,2013 ESD,,142.0795163,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502756,F,N,1065 DEMODE RD,,ROSE TOWNSHIP,OAKLAND,MI,48654,"Fayoumi, Nabil",(312) 886-6840,fayoumi.nabil@epa.gov,1271,-83.63288653,42.72171881
1272,5,Superfund Remedial,ILN000505540,SCHROUD PROPERTY,5,Site Boundary - Comprehensive Site,Schroud Site Property Boundary,"The Schroud Site is an inactive site located at 12801 South Burley Avenue, Chicago, IL; although Burley Avenue no longer extends through the site. The Site is approximately 67 acres in size. The site was formerly used to store and dump slag material from Republic/LTV Steel. The surface of the site consists mostly of slag material once produced from Republic/LTV Steel with very little vegetation. There are no buildings located on-site. Indian Creek (Wolf Creek) flows through the northern portion of the site and parallel to 126th Street.",2021-01-08 11:33,2021-01-08 11:28,"2017 IL EPA Site Inspection Report, Fig. 7, PDF pg. 41",https://semspub.epa.gov/src/document/05/2000160,2017 IL SIR,,138.5416314,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505540,F,N,SW of intersection of 126th Street and Avenue O,"The site is bordered on the east by wetlands and Avenue O, the west by a rail line and wetlands, the north by Indian Creek (Wolf Creek) and the south by residential homes, a rail line, and wetlands. ",CHICAGO,COOK,IL,60633,"Bumba, Lauren",(312) 886-4844,bumba.lauren@epa.gov,1272,-87.54363427,41.66244599
1273,5,Superfund Remedial,MID044567162,"THERMO-CHEM, INC.",5,Site Boundary - Comprehensive Site,"Thermo-Chem, Inc. Approximate Site Boundary","The 9.5-acre Thermo-Chem, Inc. Site is located at 4331 and 4321 Evanston Road, Egelston Township, Muskegon County, Michigan. The Site housed both the Thomas Solvent Company and its subsidiary, Thermo-Chem, Inc. facilities. Thomas Solvent Co. operated from 1969 to 1986 in an approximately 1.5-acre area in the northwest corner of the Site. Thermo-Chem, Inc. operated from 1969 to 1980 as a solvent and chemical waste reprocessing, refining, and incineration facility on the remaining eight acres at the Site.",2021-01-22 9:49,2021-01-21 13:30,"2020 FYR, Fig. 3, PDF pg. 39",https://semspub.epa.gov/src/document/05/959116,2020 FYR,,21.95462245,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502486,F,N,4331 EVANSTON AVENUE,,MUSKEGON,MUSKEGON,MI,49442,"Fagiolo, John",(312) 886-0800,fagiolo.john@epa.gov,1273,-86.13685949,43.21078247
1274,5,Superfund Remedial,OHD980612188,TREMONT CITY BARREL FILL,5,Site Boundary - Comprehensive Site,Tremont City Barrel Fill Site,"The 8.5-acre Tremont City Barrel Fill Site is located in German Township, Clark County, Ohio. The Site is a closed, industrial waste landfill that contains approximately 51,500 drums of waste and approximately 304,000 gallons of non-containerized liquid waste. The Site has been closed as a barrel fill operation since 1980, and the land on the Site has not been used for any other purpose since that time. ",2021-01-21 13:55,2021-01-21 13:54,"2018 ESD, Fig. 1, PDF pg. 11",https://semspub.epa.gov/src/document/05/532468,2018 ESD,,15.38667238,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504708,N,N,3112 SNYDER-DOMER RD,,GERMAN TOWNSHIP,CLARK,OH,45502,"Polster, Jenny",(312) 886-0184,davison.jenny@epa.gov,1274,-83.85734845,40.02442425
1275,5,Superfund Remedial,WIN000509948,WPSC GREEN BAY MGP,5,Site Boundary - Comprehensive Site,WPSC Green Bay MGP Approximate Site Location ,"The WPSC Green Bay MGP Site is located at 417 Elm Street in Green Bay, Brown County, Wisconsin. The Site is located on the south bank of the East River, is 14 acres in size and has corporate offices and as a parking lot for employees.",2021-01-22 9:52,2020-12-29,2016 REMEDIAL INVESTIGATION REPORT SITE LOCATION MAP,https://semspub.epa.gov/src/document/05/932653,2016 RIR,,24.645428,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509948,N,N,417 ELM ST,,GREEN BAY,BROWN,WI,54301,"Rolfes, Sarah",(312) 886-6551,rolfes.sarah@epa.gov,1275,-88.00827347,44.51892143
1276,5,Superfund Remedial,MND980609572,PERHAM ARSENIC SITE,5,Site Boundary - Comprehensive Site,Perham Arsenic Site Approx. Former Pit Location,"The Perham Arsenic site is located in Perham, Minnesota. It consists of a six- to eight-foot deep pit and associated groundwater plume. ",2021-01-22 14:16,2020-11-11 16:39,"2016 FYR, Fig. 1-3, PDF pg. 23",https://semspub.epa.gov/src/document/05/508853,2016 FYR,,0.033037493,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503842,F,N,SE 3RD AVE,"The site is located in the southwest corner of the East Otter Tail County Fairgrounds. The Heart of Lakes Elementary School is to the east of the site, Coney Street East is to the south, and East Main Street is further north. ",PERHAM,OTTER TAIL,MN,56573,"Gore, Jeffrey",(312) 886-6552,gore.jeffrey@epa.gov,1276,-95.57337424,46.58727664
1277,5,Superfund Remedial,MI0001119106,AIRCRAFT COMPONENTS (D & L SALES),5,Site Boundary - Comprehensive Site,Aircraft Components (D&L Sales) Property Boundary,"The Site is a mixed-use area that includes commercial establishments, light industry and residential areas. The Site is currently part of a golf course that was completed in 2010. ",2021-01-22 14:39,2020-11-05 15:20,"2010 ESD, Fig. 2-2, PDF pg. 16",https://semspub.epa.gov/src/document/05/378771,2010 ESD,,29.56148753,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507629,F,N,671 NORTH SHORE DRIVE,,BENTON HARBOR,BERRIEN,MI,49022,"Thomas, Katherine",(312) 353-5878,thomas.katherine@epa.gov,1277,-86.45389272,42.12641414
1278,5,Superfund Remedial,MID980793806,VERONA WELL FIELD,5,Site Boundary - Comprehensive Site,Verona Well Field - Boundary,"The Verona Well Field Site is located in the northeast corner of the City of Battle Creek, Calhoun County, Michigan. The Site includes three source areas - Thomas Solvent Raymond Road (TSRR), Thomas Solvent Annex (Annex), and Paint Shop - and the groundwater aquifer areas impacted by contamination from these source areas. Contamination at TSRR and the Annex resulted from leaks, spills, and dumping of solvents. Contamination at the Paint Shop resulted from dumping and disposal of paint thinners and solvents. Each of the source areas covers about one acre. This portion of the site contains the primary municipal water supply for the City of Battle Creek and several surrounding communities. It also contains Bailey Park, a public multi-use sports park. ",2021-01-22 16:20,2021-01-20 9:02,"2012 FYR, Fig. 1 p. 37",https://semspub.epa.gov/src/document/05/442024,2012 FYR,,344.6248726,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503011,F,N,TWP 10S RTE 07W SEC 32E 1/2,,BATTLE CREEK,CALHOUN,MI,49017,"Poulos, Kelly",(312) 886-6806,poulos.kelly@epa.gov,1278,-85.14243976,42.34212685
1279,5,Superfund Remedial,MID980793806,VERONA WELL FIELD,5,Site Boundary - Comprehensive Site,Verona Well Field - Annex,"The Verona Well Field Site is located in the northeast corner of the City of Battle Creek, Calhoun County, Michigan. The Site includes three source areas - Thomas Solvent Raymond Road (TSRR), Thomas Solvent Annex (Annex), and Paint Shop - and the groundwater aquifer areas impacted by contamination from these source areas. Contamination at TSRR and the Annex resulted from leaks, spills, and dumping of solvents. Contamination at the Paint Shop resulted from dumping and disposal of paint thinners and solvents. Each of the source areas covers about one acre.",2021-01-22 16:20,2021-01-20 18:24,"2017 FYR, p. 40",https://semspub.epa.gov/src/document/05/541516,2017 FYR,,2.366437225,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503011,F,N,TWP 10S RTE 07W SEC 32E 1/2,,BATTLE CREEK,CALHOUN,MI,49017,"Poulos, Kelly",(312) 886-6806,poulos.kelly@epa.gov,1279,-85.14373935,42.33111737
1280,5,Superfund Remedial,MID980793806,VERONA WELL FIELD,5,Site Boundary - Comprehensive Site,Verona Well Field - Paint Shop,"The Verona Well Field Site is located in the northeast corner of the City of Battle Creek, Calhoun County, Michigan. The Site includes three source areas - Thomas Solvent Raymond Road (TSRR), Thomas Solvent Annex (Annex), and Paint Shop - and the groundwater aquifer areas impacted by contamination from these source areas. Contamination at TSRR and the Annex resulted from leaks, spills, and dumping of solvents. Contamination at the Paint Shop resulted from dumping and disposal of paint thinners and solvents. Each of the source areas covers about one acre.",2021-01-22 16:20,2021-01-20 18:24,"2017 FYR, p. 40",https://semspub.epa.gov/src/document/05/541516,2017 FYR,,0.800768587,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503011,F,N,TWP 10S RTE 07W SEC 32E 1/2,,BATTLE CREEK,CALHOUN,MI,49017,"Poulos, Kelly",(312) 886-6806,poulos.kelly@epa.gov,1280,-85.13933713,42.33705033
1281,5,Superfund Remedial,MID980793806,VERONA WELL FIELD,5,Site Boundary - Comprehensive Site,Verona Well Field - TSRR & Soil Areas,"The Verona Well Field Site is located in the northeast corner of the City of Battle Creek, Calhoun County, Michigan. The Site includes three source areas - Thomas Solvent Raymond Road (TSRR), Thomas Solvent Annex (Annex), and Paint Shop - and the groundwater aquifer areas impacted by contamination from these source areas. Contamination at TSRR and the Annex resulted from leaks, spills, and dumping of solvents. Contamination at the Paint Shop resulted from dumping and disposal of paint thinners and solvents. Each of the source areas covers about one acre.",2021-01-22 16:20,2021-01-21 17:19,"2012 FYR, Fig. 1 p. 37",https://semspub.epa.gov/src/document/05/442024,2012 FYR,,2.335073189,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503011,F,N,TWP 10S RTE 07W SEC 32E 1/2,,BATTLE CREEK,CALHOUN,MI,49017,"Poulos, Kelly",(312) 886-6806,poulos.kelly@epa.gov,1281,-85.14227042,42.33430528
1282,5,Superfund Remedial,WID980610190,RIPON CITY LANDFILL,5,Site Boundary - Comprehensive Site,Ripon City Landfill,"The Ripon City Landfill Site is located in the Town of Ripon, Fond du Lac County, Wisconsin. The 7.3-acre landfill was a former gravel pit that was leased for waste disposal starting in 1967 and was capped in 1985.",2021-01-25 8:58,2021-01-22 11:02,"2016 FYR, Fig. 3, p. 39",https://semspub.epa.gov/src/document/05/508826,2016 FYR,,13.26969228,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505078,F,N,S OF COUNTY HWY FF,"The landfill is bordered on the north by a stand of trees, on the west by South Koro Road (County Highway NN), on the south by former residential property that is now used as a dog park, and on the northeast by County Highway FF. A wetland area is located to the southwest and is a shallow groundwater discharge area. A former quarry is located across Highway FF to the east, and an operating sand and gravel quarry is located across Koro Road to the west.",FOND DU LAC COUNTY,FOND DU LAC,WI,54971,"Tierney, Mary",(312) 886-4785,tierney.mary@epa.gov,1282,-88.87101334,43.86680571
1283,5,Superfund Remedial,MND006481543,FMC CORP. (FRIDLEY PLANT),5,Site Boundary - Comprehensive Site,FMC Corporation - Fridley Plant FMC and BNR Lands,"The FMC Corporation (FMC) site is located on East River Road within the City of Fridley in Anoka County, Minnesota. The site consists of 18 acres, including 5 acres purchased by Burlington Northern Railroad (now Burlington Northern Santa Fe [BNSF]) from FMC in 1969 and 13 acres currently operated by BAE Systems (BAE). BAE was formerly known as United Defense L.P. (UDLP) and prior to that as FMC. The BAE and BNSF property boundaries which together comprise the FMC site boundary. The site is located approximately 1,000 feet east of the Mississippi River, approximately 30 feet above the mean river elevation. ",2021-01-07 13:19,2021-01-07 13:19,"1987 ROD, Attachment 1, PDF pg. 42",https://semspub.epa.gov/src/document/05/104639,1987 ROD,,38.93009504,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503738,F,N,4800 E RIVER RD,,FRIDLEY,ANOKA,MN,55421,"Desai, Sheila",(312) 353-4150,desai.sheila@epa.gov,1283,-93.27501622,45.05077129
1284,5,Superfund Remedial,MND006481543,FMC CORP. (FRIDLEY PLANT),5,Site Boundary - Comprehensive Site,FMC Corporation Site Property Boundary,"The FMC Corporation (FMC) site is located on East River Road within the City of Fridley in Anoka County, Minnesota. The site consists of 18 acres, including 5 acres purchased by Burlington Northern Railroad (now Burlington Northern Santa Fe [BNSF]) from FMC in 1969 and 13 acres currently operated by BAE Systems (BAE). BAE was formerly known as United Defense L.P. (UDLP) and prior to that as FMC. The BAE and BNSF property boundaries which together comprise the FMC site boundary. The site is located approximately 1,000 feet east of the Mississippi River, approximately 30 feet above the mean river elevation. ",2021-01-08 12:57,2021-01-08 12:57,"2013 ESD, Fig. 1-2, PDF pg. 13",https://semspub.epa.gov/src/document/05/461338,2013 ESD,,35.9856115,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503738,F,N,4800 E RIVER RD,,FRIDLEY,ANOKA,MN,55421,"Desai, Sheila",(312) 353-4150,desai.sheila@epa.gov,1284,-93.27487219,45.05057589
1285,5,Superfund Remedial,MND006481543,FMC CORP. (FRIDLEY PLANT),5,Site Boundary - Comprehensive Site,FMC Corp. Site Property Boundary,"The FMC Corporation (FMC) site is located on East River Road within the City of Fridley in Anoka County, Minnesota. The site consists of 18 acres, including 5 acres purchased by Burlington Northern Railroad (now Burlington Northern Santa Fe [BNSF]) from FMC in 1969 and 13 acres currently operated by BAE Systems (BAE). BAE was formerly known as United Defense L.P. (UDLP) and prior to that as FMC. The BAE and BNSF property boundaries which together comprise the FMC site boundary. The site is located approximately 1,000 feet east of the Mississippi River, approximately 30 feet above the mean river elevation. ",2021-01-25 11:54,2021-01-08 12:57,"2019 FYR, Fig. 1, PDF pg. 31",https://semspub.epa.gov/src/document/05/949612,2019 FYR,,75.05643604,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503738,F,N,4800 E RIVER RD,,FRIDLEY,ANOKA,MN,55421,"Desai, Sheila",(312) 353-4150,desai.sheila@epa.gov,1285,-93.27739871,45.04789473
1286,5,Superfund Remedial,MND006481543,FMC CORP. (FRIDLEY PLANT),5,Site Boundary - Comprehensive Site,FMC Corp. Site Property Boundary,"The FMC Corporation (FMC) site is located on East River Road within the City of Fridley in Anoka County, Minnesota. The site consists of 18 acres, including 5 acres purchased by Burlington Northern Railroad (now Burlington Northern Santa Fe [BNSF]) from FMC in 1969 and 13 acres currently operated by BAE Systems (BAE). BAE was formerly known as United Defense L.P. (UDLP) and prior to that as FMC. The BAE and BNSF property boundaries which together comprise the FMC site boundary. The site is located approximately 1,000 feet east of the Mississippi River, approximately 30 feet above the mean river elevation. ",2021-01-25 11:54,2021-01-08 12:57,"2019 FYR, Fig. 1, PDF pg. 31",https://semspub.epa.gov/src/document/05/949612,2019 FYR,,59.79303295,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503738,F,N,4800 E RIVER RD,,FRIDLEY,ANOKA,MN,55421,"Desai, Sheila",(312) 353-4150,desai.sheila@epa.gov,1286,-93.27441049,45.04946207
1287,5,Superfund Remedial,MID043681840,KYSOR INDUSTRIAL CORP.,5,Site Boundary - Comprehensive Site,Kysor Industrial Site LDFA Facility,"The Kysor Industrial Corporation site covers approximately one square mile of the Cadillac Industrial Park within the city of Cadillac, Michigan and an adjacent area north of 13th Street in Haring Township. This boundary covers the active Kysor facility at 1100 Wright Street at the southern edge of the industrial park. It is one of the source areas and required soil clean up.",2021-01-25 12:16,2020-11-11 17:35,"2020 FYR, Fig. 6, PDF pg. 41",https://semspub.epa.gov/src/document/05/960573,2020 FYR,,18.10973676,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502480,F,N,1100 WRIGHT STREET,,CADILLAC,WEXFORD,MI,49601,"SULLIVAN, SHEILA",(312) 886-5251,sullivan.sheila@epa.gov,1287,-85.42252089,44.25676944
1288,5,Superfund Remedial,MID043681840,KYSOR INDUSTRIAL CORP.,5,Site Boundary - Comprehensive Site,Kysor Industrial Downgradient Plume Boundary,"The Kysor Industrial Corporation site covers approximately one square mile of the Cadillac Industrial Park within the city of Cadillac, Michigan and an adjacent area north of 13th Street in Haring Township. ",2021-01-25 12:16,2020-11-11 18:15,"2020 FYR, Fig. 6, PDF pg. 41",https://semspub.epa.gov/src/document/05/960573,2020 FYR,,20.28700739,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502480,F,N,1100 WRIGHT STREET,,CADILLAC,WEXFORD,MI,49601,"SULLIVAN, SHEILA",(312) 886-5251,sullivan.sheila@epa.gov,1288,-85.41780821,44.26304282
1289,5,Superfund Remedial,MID006013049,PMC GROUNDWATER,5,Site Boundary - Comprehensive Site,PMC Groundwater Approximate Study Area,"The PMC Groundwater Superfund Site consists of the former Petoskey Manufacturing Company (PMC) property, the City of Petoskey's former Ingalls Municipal Well, and the portion of Bay Front Park surrounding a contaminated groundwater plume located between the former PMC and Ingalls Well ",2020-11-16 13:36,2020-11-16 13:36,"2020 FYR, Fig. 1, PDF pg. 27",https://semspub.epa.gov/src/document/05/955047,2020 FYR,,34.82910007,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502332,F,N,200 W LAKE ST,,PETOSKEY,EMMET,MI,49770,"Kondreck, Cheryl",(312) 353-4872,kondreck.cheryl@epa.gov,1289,-84.96370579,45.37560591
1290,5,Superfund Remedial,MND980823975,ARROWHEAD REFINERY CO.,5,Site Boundary - Comprehensive Site,Arrowhead Refinery Company Property Boundary,"The Site is located along a major state highway, Highway 53, in Hermantown, St. Louis County, Minnesota. Previous contamination led to soil and sediment remediation and covering with topsoil. Land use is restricted to commercial/industrial. There is a trailer office on site located near the highway.",2021-01-22 16:16,2021-01-05 19:08,"2017 FYR Fig. 2, p. 40",https://semspub.epa.gov/src/document/05/534859,2017 FYR,,100.2580164,Acres,"The Agency is providing this geospatial information as a public service and does not vouch for the accuracy, completeness, or currency of data. Data provided by external parties is not independently verified by EPA. This data is made available to the public strictly for informational purposes. Data does not represent EPA's official position, viewpoint, or opinion, express or implied. This information is not intended for use in establishing liability or calculating Cost Recovery Statutes of Limitations and cannot be relied upon to create any rights, substantive or procedural, enforceable by any party in litigation with the United States or third parties. EPA reserves the right to change these data at any time without public notice.",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503894,F,N,NW CORNER HWY 53 & UGSTAD ROAD,The Site is located along Highway 53 and is visually obvious. It is bounded to the west by undeveloped forest and to the east by Old Ugstad Road.,HERMANTOWN,ST. LOUIS,MN,55810,"Sleboda Braun, Jena",(312) 886-0272,sleboda.jena@epa.gov,1290,-92.24220772,46.83979869
